Order_ID,Order_Number,Product_Category,Origin_City,Destination_City,Region,Shipping_Mode,Distance_km,Shipment_Weight_tons,Emission_Factor_kgCO2_per_ton_km,Carbon_Emission_kgCO2,Delivery_Time_days,Late_Delivery_Flag,Sales_Amount_INR,Profit_INR,Sustainability_Score
403,ORD00403,Pharmaceuticals,Ahmedabad,Mumbai,East India,Rail,792,2.35,0.02,37.22,1,0,68742.9,15797.96,99.81
404,ORD00404,Apparel,Bangalore,Chennai,North India,Road - Heavy Truck,858,2.88,0.08,197.68,6,0,73930.98,18766.85,99.01
405,ORD00405,Apparel,Bangalore,Hyderabad,East India,Rail,842,6.39,0.02,107.61,10,1,35189.66,9318.44,89.46
406,ORD00406,Groceries,Kolkata,Hyderabad,South India,Air,1332,2.1,0.6,1678.32,12,1,28386.64,9468.14,81.61
407,ORD00407,Pharmaceuticals,Mumbai,Bangalore,North India,Rail,1945,8.84,0.02,343.88,8,1,47309.01,7927.57,88.28
408,ORD00408,Electronics,Mumbai,Delhi,North India,Rail,623,8.66,0.02,107.9,12,1,89673.22,30584.88,89.46
409,ORD00409,Pharmaceuticals,Ahmedabad,Bangalore,East India,Air,921,7.81,0.6,4315.81,9,1,91098.84,21364.66,68.42
410,ORD00410,Pharmaceuticals,Mumbai,Pune,East India,Air,2465,2.62,0.6,3874.98,8,1,74656.55,23345.12,70.63
411,ORD00411,Furniture,Bangalore,Ahmedabad,East India,Road - Heavy Truck,729,6.8,0.08,396.58,3,0,76934.58,27534.02,98.02
412,ORD00412,Electronics,Chennai,Hyderabad,West India,Road - Heavy Truck,2047,2.58,0.08,422.5,4,0,27016.24,8663.92,97.89
413,ORD00413,Pharmaceuticals,Kolkata,Kolkata,South India,Air,240,9.22,0.6,1327.68,2,0,8790.95,1806.04,93.36
414,ORD00414,Pharmaceuticals,Kolkata,Pune,South India,Air,1546,6.71,0.6,6224.2,2,0,60829.49,7940.2,68.88
415,ORD00415,Electronics,Bangalore,Ahmedabad,South India,Air,1463,3.85,0.6,3379.53,10,1,51251.85,13088.03,73.1
416,ORD00416,Pharmaceuticals,Mumbai,Chennai,West India,Road - Medium Truck,1200,1.23,0.1,147.6,6,0,25094.12,8630.58,99.26
417,ORD00417,Furniture,Pune,Delhi,South India,Rail,2022,7.34,0.02,296.83,10,1,69146.8,17721.89,88.52
418,ORD00418,Pharmaceuticals,Bangalore,Delhi,South India,Road - Heavy Truck,2476,1.71,0.08,338.72,1,0,20307.27,4287.63,98.31
419,ORD00419,Electronics,Kolkata,Mumbai,South India,Rail,2166,9.26,0.02,401.14,10,1,96032.64,21145.69,87.99
420,ORD00420,Pharmaceuticals,Bangalore,Bangalore,East India,Air,1980,6.26,0.6,7436.88,7,0,87393.73,30485.55,62.82
421,ORD00421,Furniture,Pune,Pune,South India,Road - Medium Truck,1453,7.38,0.1,1072.31,2,0,92623.43,20473.48,94.64
422,ORD00422,Furniture,Mumbai,Bangalore,West India,Road - Heavy Truck,2191,0.66,0.08,115.68,7,0,86661.21,21551.96,99.42
423,ORD00423,Furniture,Delhi,Pune,West India,Road - Heavy Truck,2226,8.84,0.08,1574.23,8,1,52816.27,19264.47,82.13
424,ORD00424,Groceries,Hyderabad,Mumbai,West India,Rail,2220,8.81,0.02,391.16,8,1,45750.85,5420.26,88.04
425,ORD00425,Pharmaceuticals,Pune,Kolkata,South India,Road - Medium Truck,1002,2.92,0.1,292.58,10,1,91458.11,34283.5,88.54
426,ORD00426,Groceries,Chennai,Hyderabad,West India,Road - Heavy Truck,79,7.24,0.08,45.76,1,0,59908.78,21845.82,99.77
427,ORD00427,Groceries,Hyderabad,Kolkata,West India,Rail,1795,1.51,0.02,54.21,9,1,66899.71,21669.5,89.73
428,ORD00428,Groceries,Kolkata,Kolkata,East India,Road - Medium Truck,2333,4.43,0.1,1033.52,9,1,50834.44,14687.91,84.83
429,ORD00429,Furniture,Mumbai,Chennai,West India,Air,537,7.49,0.6,2413.28,12,1,76042.35,20228.9,77.93
430,ORD00430,Electronics,Bangalore,Ahmedabad,West India,Rail,263,8.11,0.02,42.66,1,0,20270.11,2242.46,99.79
431,ORD00431,Groceries,Pune,Kolkata,North India,Road - Heavy Truck,958,1.11,0.08,85.07,12,1,40229.34,8741.49,89.57
432,ORD00432,Apparel,Chennai,Delhi,South India,Road - Medium Truck,1848,6.58,0.1,1215.98,9,1,6017.49,871.51,83.92
433,ORD00433,Electronics,Kolkata,Pune,East India,Road - Medium Truck,1523,6.9,0.1,1050.87,3,0,27729.38,11089.36,94.75
434,ORD00434,Electronics,Kolkata,Hyderabad,East India,Air,870,4.35,0.6,2270.7,2,0,54185.56,9695.01,88.65
435,ORD00435,Apparel,Bangalore,Pune,North India,Rail,846,2.65,0.02,44.84,1,0,48202.11,13439.38,99.78
436,ORD00436,Pharmaceuticals,Kolkata,Ahmedabad,West India,Road - Heavy Truck,1442,5.28,0.08,609.1,5,0,94966.47,15110.81,96.95
437,ORD00437,Pharmaceuticals,Delhi,Ahmedabad,North India,Air,1441,7.81,0.6,6752.53,8,1,96317.68,25268.51,56.24
438,ORD00438,Groceries,Hyderabad,Delhi,East India,Rail,952,1.14,0.02,21.71,6,0,69306.73,22941.98,99.89
439,ORD00439,Pharmaceuticals,Bangalore,Ahmedabad,East India,Road - Medium Truck,1684,3.23,0.1,543.93,2,0,69001.3,10603.95,97.28
440,ORD00440,Furniture,Ahmedabad,Chennai,South India,Rail,2399,2.58,0.02,123.79,11,1,30562.2,3541.08,89.38
441,ORD00441,Apparel,Bangalore,Mumbai,North India,Road - Medium Truck,896,8.79,0.1,787.58,10,1,26774.72,4003.3,86.06
442,ORD00442,Electronics,Ahmedabad,Hyderabad,East India,Road - Heavy Truck,2067,6.92,0.08,1144.29,9,1,63313.56,10809.32,84.28
443,ORD00443,Apparel,Pune,Chennai,South India,Air,2403,9.03,0.6,13019.45,9,1,87533.04,22124.71,24.9
444,ORD00444,Apparel,Pune,Bangalore,West India,Road - Heavy Truck,1783,5.49,0.08,783.09,9,1,50440.41,11993.2,86.08
445,ORD00445,Furniture,Pune,Mumbai,East India,Road - Heavy Truck,1934,7.13,0.08,1103.15,11,1,34986.87,13906.39,84.48
446,ORD00446,Groceries,Hyderabad,Hyderabad,South India,Rail,1113,6.32,0.02,140.68,5,0,22779.48,7315.52,99.3
447,ORD00447,Apparel,Ahmedabad,Bangalore,South India,Air,1766,4.53,0.6,4799.99,7,0,71567.7,20633.48,76.0
448,ORD00448,Furniture,Bangalore,Bangalore,West India,Road - Medium Truck,1155,8.23,0.1,950.57,7,0,81388.32,18995.87,95.25
449,ORD00449,Pharmaceuticals,Hyderabad,Ahmedabad,East India,Road - Heavy Truck,2096,2.18,0.08,365.54,11,1,17774.81,2346.61,88.17
450,ORD00450,Electronics,Chennai,Kolkata,West India,Rail,2375,5.84,0.02,277.4,3,0,9532.38,3529.91,98.61
451,ORD00451,Apparel,Hyderabad,Delhi,West India,Road - Heavy Truck,1420,4.77,0.08,541.87,9,1,29678.07,8663.27,87.29
452,ORD00452,Furniture,Kolkata,Hyderabad,East India,Road - Heavy Truck,864,3.84,0.08,265.42,9,1,59801.11,12261.64,88.67
453,ORD00453,Groceries,Bangalore,Bangalore,East India,Air,1880,7.86,0.6,8866.08,5,0,89515.08,25572.55,55.67
454,ORD00454,Furniture,Hyderabad,Chennai,East India,Air,2391,6.5,0.6,9324.9,2,0,43453.41,5556.74,53.38
455,ORD00455,Apparel,Ahmedabad,Pune,South India,Rail,1145,6.7,0.02,153.43,8,1,62511.57,17588.47,89.23
456,ORD00456,Electronics,Chennai,Bangalore,West India,Road - Medium Truck,562,8.62,0.1,484.44,12,1,74138.38,14930.97,87.58
457,ORD00457,Pharmaceuticals,Mumbai,Mumbai,East India,Road - Heavy Truck,1988,1.41,0.08,224.25,7,0,57101.21,22388.84,98.88
458,ORD00458,Groceries,Bangalore,Bangalore,South India,Road - Medium Truck,1646,1.3,0.1,213.98,5,0,34390.21,11203.68,98.93
459,ORD00459,Groceries,Kolkata,Ahmedabad,South India,Road - Heavy Truck,1511,0.83,0.08,100.33,8,1,86735.04,26232.11,89.5
460,ORD00460,Groceries,Kolkata,Hyderabad,West India,Road - Medium Truck,1920,6.11,0.1,1173.12,10,1,64949.51,13590.34,84.13
461,ORD00461,Apparel,Delhi,Delhi,South India,Road - Medium Truck,1859,8.14,0.1,1513.23,3,0,34247.48,9463.91,92.43
462,ORD00462,Apparel,Delhi,Pune,East India,Rail,2241,3.22,0.02,144.32,8,1,5790.13,714.35,89.28
463,ORD00463,Groceries,Pune,Chennai,South India,Road - Medium Truck,2295,8.07,0.1,1852.07,9,1,40496.17,11196.35,80.74
464,ORD00464,Pharmaceuticals,Kolkata,Kolkata,East India,Air,953,8.37,0.6,4785.97,4,0,29983.13,8195.23,76.07
465,ORD00465,Groceries,Ahmedabad,Kolkata,West India,Air,330,2.29,0.6,453.42,11,1,22328.68,6991.59,87.73
466,ORD00466,Electronics,Kolkata,Kolkata,South India,Road - Medium Truck,673,3.55,0.1,238.92,3,0,9715.05,2326.84,98.81
467,ORD00467,Apparel,Pune,Kolkata,West India,Air,1003,7.41,0.6,4459.34,4,0,13568.71,5367.54,77.7
468,ORD00468,Electronics,Kolkata,Pune,North India,Rail,179,4.91,0.02,17.58,3,0,36373.62,5344.6,99.91
469,ORD00469,Furniture,Pune,Ahmedabad,South India,Air,1074,2.23,0.6,1437.01,2,0,82638.82,12521.8,92.81
470,ORD00470,Groceries,Kolkata,Hyderabad,South India,Road - Heavy Truck,434,2.39,0.08,82.98,8,1,54508.22,5743.27,89.59
471,ORD00471,Apparel,Chennai,Hyderabad,North India,Road - Heavy Truck,2301,7.57,0.08,1393.49,11,1,54487.99,17654.45,83.03
472,ORD00472,Apparel,Mumbai,Pune,South India,Road - Medium Truck,1016,9.75,0.1,990.6,3,0,65126.35,19710.23,95.05
473,ORD00473,Furniture,Hyderabad,Mumbai,South India,Road - Heavy Truck,2430,9.7,0.08,1885.68,10,1,79430.15,20446.81,80.57
474,ORD00474,Electronics,Delhi,Hyderabad,South India,Road - Medium Truck,1436,5.25,0.1,753.9,11,1,93430.63,9427.9,86.23
475,ORD00475,Apparel,Ahmedabad,Chennai,North India,Road - Heavy Truck,1003,1.7,0.08,136.41,11,1,35090.26,8158.31,89.32
476,ORD00476,Groceries,Kolkata,Ahmedabad,South India,Air,601,3.9,0.6,1406.34,12,1,28816.14,11185.08,82.97
477,ORD00477,Pharmaceuticals,Bangalore,Mumbai,South India,Road - Medium Truck,1375,5.66,0.1,778.25,10,1,74578.23,23671.33,86.11
478,ORD00478,Pharmaceuticals,Pune,Bangalore,North India,Air,1128,3.31,0.6,2240.21,11,1,56452.57,14890.85,78.8
479,ORD00479,Groceries,Chennai,Ahmedabad,South India,Rail,1028,7.87,0.02,161.81,9,1,35465.94,13512.43,89.19
480,ORD00480,Electronics,Bangalore,Bangalore,North India,Rail,1369,3.56,0.02,97.47,2,0,15494.09,3765.68,99.51
481,ORD00481,Groceries,Kolkata,Delhi,East India,Road - Medium Truck,834,1.52,0.1,126.77,7,0,14381.59,3289.02,99.37
482,ORD00482,Groceries,Mumbai,Ahmedabad,North India,Road - Medium Truck,340,6.26,0.1,212.84,11,1,6243.18,772.22,88.94
483,ORD00483,Pharmaceuticals,Kolkata,Delhi,North India,Rail,1753,5.8,0.02,203.35,1,0,83092.52,13438.15,98.98
484,ORD00484,Furniture,Pune,Chennai,South India,Rail,934,1.24,0.02,23.16,12,1,96255.74,35697.81,89.88
485,ORD00485,Electronics,Hyderabad,Ahmedabad,West India,Road - Medium Truck,782,5.92,0.1,462.94,12,1,58050.23,13500.02,87.69
486,ORD00486,Furniture,Ahmedabad,Hyderabad,East India,Road - Heavy Truck,788,2.08,0.08,131.12,11,1,57246.72,14231.09,89.34
487,ORD00487,Apparel,Chennai,Chennai,West India,Rail,1738,8.53,0.02,296.5,12,1,77597.51,21015.24,88.52
488,ORD00488,Electronics,Kolkata,Delhi,South India,Rail,1903,3.92,0.02,149.2,12,1,47512.48,13344.96,89.25
489,ORD00489,Apparel,Bangalore,Mumbai,North India,Rail,958,0.56,0.02,10.73,12,1,25408.17,7762.92,89.95
490,ORD00490,Furniture,Kolkata,Kolkata,North India,Air,616,3.88,0.6,1434.05,4,0,30173.88,4016.52,92.83
491,ORD00491,Furniture,Ahmedabad,Mumbai,East India,Air,940,5.91,0.6,3333.24,8,1,74755.27,13674.67,73.33
492,ORD00492,Apparel,Pune,Pune,North India,Road - Heavy Truck,2410,7.44,0.08,1434.43,6,0,41246.88,6845.47,92.83
493,ORD00493,Apparel,Delhi,Hyderabad,South India,Road - Medium Truck,96,7.6,0.1,72.96,1,0,65219.27,13718.35,99.64
494,ORD00494,Groceries,Mumbai,Chennai,West India,Rail,954,5.27,0.02,100.55,7,0,19553.76,3869.87,99.5
495,ORD00495,Electronics,Pune,Kolkata,North India,Rail,656,7.97,0.02,104.57,10,1,17557.96,6588.39,89.48
496,ORD00496,Groceries,Pune,Chennai,South India,Air,584,5.27,0.6,1846.61,4,0,77393.13,19791.22,90.77
497,ORD00497,Electronics,Pune,Pune,East India,Road - Medium Truck,1811,1.18,0.1,213.7,2,0,35724.11,4385.44,98.93
498,ORD00498,Furniture,Hyderabad,Ahmedabad,South India,Rail,1461,2.31,0.02,67.5,5,0,61418.33,24121.31,99.66
499,ORD00499,Electronics,Mumbai,Delhi,South India,Air,1006,0.93,0.6,561.35,12,1,23970.1,6899.88,87.19
500,ORD00500,Apparel,Ahmedabad,Ahmedabad,North India,Road - Medium Truck,1228,8.75,0.1,1074.5,2,0,6304.66,1209.62,94.63
501,ORD00501,Pharmaceuticals,Ahmedabad,Bangalore,North India,Rail,2253,2.49,0.02,112.2,5,0,25128.15,5932.07,99.44
502,ORD00502,Furniture,Kolkata,Delhi,West India,Air,2207,6.04,0.6,7998.17,5,0,9130.79,3185.77,60.01
503,ORD00503,Electronics,Delhi,Kolkata,West India,Road - Heavy Truck,1161,1.13,0.08,104.95,6,0,67983.26,8575.37,99.48
504,ORD00504,Groceries,Mumbai,Bangalore,South India,Road - Medium Truck,2132,9.81,0.1,2091.49,6,0,97778.13,36189.53,89.54
505,ORD00505,Apparel,Ahmedabad,Pune,South India,Air,138,5.83,0.6,482.72,5,0,8776.48,1082.31,97.59
506,ORD00506,Apparel,Delhi,Kolkata,West India,Road - Heavy Truck,1491,3.79,0.08,452.07,9,1,38760.92,11988.84,87.74
507,ORD00507,Furniture,Mumbai,Pune,South India,Road - Heavy Truck,1197,9.47,0.08,906.85,7,0,26430.36,7862.08,95.47
508,ORD00508,Apparel,Ahmedabad,Bangalore,South India,Air,675,2.78,0.6,1125.9,10,1,45514.17,13940.32,84.37
509,ORD00509,Pharmaceuticals,Bangalore,Pune,South India,Road - Medium Truck,878,6.02,0.1,528.56,12,1,86945.83,26718.5,87.36
510,ORD00510,Apparel,Bangalore,Delhi,East India,Road - Medium Truck,2332,3.52,0.1,820.86,3,0,55631.35,10245.51,95.9
511,ORD00511,Apparel,Bangalore,Chennai,North India,Air,1292,9.63,0.6,7465.18,11,1,47085.43,5644.1,52.67
512,ORD00512,Furniture,Chennai,Delhi,East India,Road - Medium Truck,1143,2.26,0.1,258.32,10,1,62532.43,13525.23,88.71
513,ORD00513,Apparel,Bangalore,Pune,West India,Road - Heavy Truck,2002,7.04,0.08,1127.53,8,1,17738.23,2592.59,84.36
514,ORD00514,Apparel,Pune,Chennai,South India,Air,841,1.81,0.6,913.33,1,0,26495.94,7350.59,95.43
515,ORD00515,Groceries,Chennai,Pune,West India,Road - Medium Truck,1849,1.13,0.1,208.94,6,0,87377.26,22107.94,98.96
516,ORD00516,Pharmaceuticals,Delhi,Mumbai,West India,Road - Heavy Truck,1608,6.28,0.08,807.86,12,1,73419.09,20686.18,85.96
517,ORD00517,Groceries,Delhi,Pune,North India,Air,223,8.36,0.6,1118.57,9,1,88389.09,28839.9,84.41
518,ORD00518,Groceries,Bangalore,Pune,East India,Road - Medium Truck,1680,3.27,0.1,549.36,5,0,89017.77,14945.81,97.25
519,ORD00519,Pharmaceuticals,Mumbai,Bangalore,South India,Road - Heavy Truck,632,7.05,0.08,356.45,2,0,49040.0,10110.55,98.22
520,ORD00520,Furniture,Ahmedabad,Mumbai,East India,Air,1896,4.43,0.6,5039.57,12,1,7366.65,1944.03,64.8
521,ORD00521,Groceries,Hyderabad,Mumbai,West India,Rail,721,7.07,0.02,101.95,2,0,73245.6,26583.52,99.49
522,ORD00522,Pharmaceuticals,Bangalore,Bangalore,South India,Road - Medium Truck,1608,4.1,0.1,659.28,6,0,9171.08,3198.27,96.7
523,ORD00523,Apparel,Bangalore,Mumbai,South India,Road - Medium Truck,260,7.81,0.1,203.06,8,1,44860.26,13778.58,88.98
524,ORD00524,Pharmaceuticals,Delhi,Ahmedabad,South India,Road - Medium Truck,1086,0.53,0.1,57.56,8,1,6159.74,1544.32,89.71
525,ORD00525,Pharmaceuticals,Delhi,Chennai,East India,Road - Medium Truck,1998,6.09,0.1,1216.78,10,1,48105.16,12865.12,83.92
526,ORD00526,Electronics,Kolkata,Hyderabad,North India,Road - Medium Truck,657,0.96,0.1,63.07,3,0,10231.07,3021.17,99.68
527,ORD00527,Pharmaceuticals,Bangalore,Ahmedabad,East India,Road - Heavy Truck,780,1.53,0.08,95.47,11,1,20326.85,6396.57,89.52
528,ORD00528,Groceries,Mumbai,Kolkata,West India,Road - Heavy Truck,1275,1.38,0.08,140.76,2,0,35668.08,4663.28,99.3
529,ORD00529,Furniture,Delhi,Mumbai,North India,Road - Medium Truck,1174,1.66,0.1,194.88,4,0,36274.81,10007.23,99.03
530,ORD00530,Pharmaceuticals,Hyderabad,Bangalore,West India,Air,1226,7.38,0.6,5428.73,5,0,45570.09,6637.77,72.86
531,ORD00531,Furniture,Delhi,Mumbai,North India,Air,786,5.18,0.6,2442.89,5,0,88948.05,29369.18,87.79
532,ORD00532,Groceries,Pune,Delhi,East India,Air,533,6.44,0.6,2059.51,10,1,75059.5,25355.16,79.7
533,ORD00533,Apparel,Mumbai,Kolkata,East India,Rail,919,5.82,0.02,106.97,5,0,6073.24,2062.74,99.47
534,ORD00534,Pharmaceuticals,Delhi,Bangalore,South India,Rail,516,7.79,0.02,80.39,12,1,70154.4,20877.35,89.6
535,ORD00535,Furniture,Ahmedabad,Bangalore,West India,Rail,2012,8.42,0.02,338.82,11,1,92035.49,14801.49,88.31
536,ORD00536,Apparel,Hyderabad,Delhi,South India,Rail,1745,4.89,0.02,170.66,9,1,93140.05,35690.64,89.15
537,ORD00537,Apparel,Pune,Bangalore,West India,Rail,1498,8.1,0.02,242.68,1,0,11290.24,4010.39,98.79
538,ORD00538,Apparel,Pune,Mumbai,West India,Road - Medium Truck,1312,6.15,0.1,806.88,1,0,72000.29,22006.9,95.97
539,ORD00539,Apparel,Delhi,Chennai,North India,Road - Medium Truck,1289,4.03,0.1,519.47,2,0,25533.29,7897.56,97.4
540,ORD00540,Groceries,Kolkata,Hyderabad,South India,Air,2026,5.31,0.6,6454.84,6,0,90970.8,32183.35,67.73
541,ORD00541,Electronics,Ahmedabad,Pune,North India,Road - Heavy Truck,2164,8.31,0.08,1438.63,12,1,69288.14,24956.54,82.81
542,ORD00542,Apparel,Ahmedabad,Delhi,North India,Road - Heavy Truck,230,3.45,0.08,63.48,2,0,70269.97,15579.82,99.68
543,ORD00543,Furniture,Kolkata,Kolkata,East India,Rail,1328,0.71,0.02,18.86,4,0,65690.83,22140.85,99.91
544,ORD00544,Pharmaceuticals,Mumbai,Chennai,East India,Air,1166,6.88,0.6,4813.25,1,0,19185.47,6099.23,75.93
545,ORD00545,Pharmaceuticals,Hyderabad,Ahmedabad,North India,Rail,1210,3.07,0.02,74.29,5,0,59537.88,20755.95,99.63
546,ORD00546,Groceries,Bangalore,Ahmedabad,East India,Road - Medium Truck,256,0.78,0.1,19.97,7,0,15063.06,5782.11,99.9
547,ORD00547,Electronics,Ahmedabad,Bangalore,North India,Rail,861,3.66,0.02,63.03,9,1,72725.38,14453.36,89.68
548,ORD00548,Groceries,Chennai,Chennai,South India,Air,1321,1.42,0.6,1125.49,8,1,70025.41,13090.22,84.37
549,ORD00549,Apparel,Ahmedabad,Ahmedabad,North India,Rail,1655,9.17,0.02,303.53,6,0,22418.54,2798.3,98.48
550,ORD00550,Apparel,Bangalore,Mumbai,West India,Road - Heavy Truck,1489,5.02,0.08,597.98,5,0,50471.95,7382.54,97.01
551,ORD00551,Pharmaceuticals,Pune,Chennai,South India,Road - Heavy Truck,340,3.6,0.08,97.92,7,0,80280.94,19281.58,99.51
552,ORD00552,Pharmaceuticals,Pune,Pune,East India,Road - Medium Truck,1622,9.75,0.1,1581.45,12,1,11275.69,3805.87,82.09
553,ORD00553,Electronics,Ahmedabad,Hyderabad,North India,Road - Medium Truck,369,2.14,0.1,78.97,8,1,75239.87,14026.77,89.61
554,ORD00554,Groceries,Hyderabad,Ahmedabad,North India,Air,1712,2.17,0.6,2229.02,10,1,11612.73,4266.25,78.85
555,ORD00555,Electronics,Bangalore,Bangalore,West India,Road - Heavy Truck,619,2.57,0.08,127.27,11,1,89289.85,11520.46,89.36
556,ORD00556,Apparel,Kolkata,Pune,East India,Rail,2417,4.2,0.02,203.03,6,0,47480.18,16062.62,98.98
557,ORD00557,Electronics,Hyderabad,Delhi,North India,Road - Heavy Truck,2140,6.04,0.08,1034.05,5,0,43398.75,15698.77,94.83
558,ORD00558,Pharmaceuticals,Pune,Hyderabad,West India,Rail,1205,1.54,0.02,37.11,12,1,87239.57,28739.13,89.81
559,ORD00559,Furniture,Pune,Hyderabad,West India,Air,2282,4.12,0.6,5641.1,3,0,25065.53,8722.23,71.79
560,ORD00560,Furniture,Ahmedabad,Pune,South India,Road - Medium Truck,564,3.24,0.1,182.74,1,0,17756.36,6720.36,99.09
561,ORD00561,Pharmaceuticals,Pune,Bangalore,West India,Road - Heavy Truck,1753,1.8,0.08,252.43,12,1,86714.51,11439.83,88.74
562,ORD00562,Pharmaceuticals,Delhi,Ahmedabad,South India,Air,1893,5.74,0.6,6519.49,7,0,41547.9,13805.44,67.4
563,ORD00563,Pharmaceuticals,Ahmedabad,Hyderabad,North India,Rail,2287,4.4,0.02,201.26,1,0,59753.47,23301.55,98.99
564,ORD00564,Groceries,Mumbai,Mumbai,South India,Air,377,9.64,0.6,2180.57,5,0,18498.31,3341.02,89.1
565,ORD00565,Apparel,Delhi,Hyderabad,North India,Air,369,6.49,0.6,1436.89,10,1,69987.03,16673.77,82.82
566,ORD00566,Apparel,Kolkata,Bangalore,North India,Air,1971,4.81,0.6,5688.31,6,0,59526.7,17890.5,71.56
567,ORD00567,Furniture,Delhi,Kolkata,North India,Rail,2358,7.41,0.02,349.46,10,1,29742.1,6281.83,88.25
568,ORD00568,Apparel,Bangalore,Kolkata,East India,Rail,569,5.11,0.02,58.15,5,0,53031.63,7666.59,99.71
569,ORD00569,Furniture,Ahmedabad,Hyderabad,South India,Rail,506,0.63,0.02,6.38,12,1,62363.05,7917.65,89.97
570,ORD00570,Apparel,Mumbai,Bangalore,South India,Rail,1017,7.93,0.02,161.3,1,0,51067.26,8180.38,99.19
571,ORD00571,Furniture,Chennai,Hyderabad,North India,Air,1741,7.65,0.6,7991.19,8,1,78184.94,25692.8,50.04
572,ORD00572,Apparel,Ahmedabad,Chennai,West India,Rail,525,7.68,0.02,80.64,8,1,9989.7,2605.27,89.6
573,ORD00573,Groceries,Pune,Hyderabad,North India,Air,644,5.01,0.6,1935.86,5,0,55392.0,14932.56,90.32
574,ORD00574,Apparel,Hyderabad,Kolkata,East India,Road - Heavy Truck,1499,9.22,0.08,1105.66,11,1,95837.45,25920.6,84.47
575,ORD00575,Furniture,Chennai,Hyderabad,South India,Road - Heavy Truck,2442,2.93,0.08,572.4,12,1,42159.61,7085.12,87.14
576,ORD00576,Pharmaceuticals,Mumbai,Ahmedabad,East India,Rail,84,5.7,0.02,9.58,2,0,84010.5,33302.73,99.95
577,ORD00577,Electronics,Chennai,Mumbai,North India,Road - Medium Truck,1081,7.39,0.1,798.86,2,0,23342.56,9171.06,96.01
578,ORD00578,Pharmaceuticals,Bangalore,Mumbai,South India,Road - Heavy Truck,582,8.64,0.08,402.28,11,1,40716.05,6956.04,87.99
579,ORD00579,Groceries,Hyderabad,Kolkata,South India,Rail,360,3.3,0.02,23.76,5,0,65684.15,8091.72,99.88
580,ORD00580,Apparel,Kolkata,Bangalore,West India,Road - Heavy Truck,305,3.13,0.08,76.37,1,0,41365.91,12418.19,99.62
581,ORD00581,Electronics,Bangalore,Pune,South India,Road - Heavy Truck,871,5.17,0.08,360.25,8,1,62978.68,21820.06,88.2
582,ORD00582,Apparel,Ahmedabad,Delhi,West India,Road - Heavy Truck,1110,9.17,0.08,814.3,10,1,14812.28,5600.88,85.93
583,ORD00583,Furniture,Hyderabad,Pune,North India,Road - Medium Truck,53,6.7,0.1,35.51,5,0,93624.9,18782.86,99.82
584,ORD00584,Pharmaceuticals,Chennai,Delhi,West India,Air,1704,5.04,0.6,5152.9,2,0,85184.67,14116.71,74.24
585,ORD00585,Apparel,Pune,Delhi,North India,Air,2242,1.65,0.6,2219.58,11,1,93829.01,27428.52,78.9
586,ORD00586,Furniture,Bangalore,Delhi,West India,Rail,1442,5.58,0.02,160.93,5,0,12643.39,3313.94,99.2
587,ORD00587,Groceries,Mumbai,Ahmedabad,South India,Road - Medium Truck,1647,3.34,0.1,550.1,6,0,90163.77,19007.86,97.25
588,ORD00588,Groceries,Mumbai,Kolkata,West India,Road - Medium Truck,153,0.84,0.1,12.85,8,1,73375.21,16297.84,89.94
589,ORD00589,Electronics,Pune,Mumbai,South India,Air,117,9.68,0.6,679.54,12,1,8519.05,3264.36,86.6
590,ORD00590,Electronics,Bangalore,Ahmedabad,North India,Air,2247,9.43,0.6,12713.53,2,0,19150.59,4331.79,36.43
591,ORD00591,Furniture,Delhi,Kolkata,North India,Air,237,9.12,0.6,1296.86,1,0,28054.84,5761.46,93.52
592,ORD00592,Groceries,Chennai,Mumbai,South India,Air,2470,6.31,0.6,9351.42,2,0,11075.97,1714.1,53.24
593,ORD00593,Pharmaceuticals,Bangalore,Hyderabad,South India,Air,1696,3.7,0.6,3765.12,10,1,35802.32,3839.58,71.17
594,ORD00594,Furniture,Hyderabad,Bangalore,West India,Road - Heavy Truck,1424,6.13,0.08,698.33,7,0,11006.08,3498.08,96.51
595,ORD00595,Pharmaceuticals,Pune,Bangalore,North India,Road - Medium Truck,216,9.29,0.1,200.66,11,1,17670.23,2874.67,89.0
596,ORD00596,Pharmaceuticals,Kolkata,Pune,West India,Air,79,1.27,0.6,60.2,11,1,22044.22,8228.17,89.7
597,ORD00597,Pharmaceuticals,Delhi,Bangalore,West India,Road - Medium Truck,1159,2.46,0.1,285.11,3,0,54693.25,15116.7,98.57
598,ORD00598,Furniture,Mumbai,Mumbai,East India,Road - Heavy Truck,1283,6.46,0.08,663.05,4,0,38046.09,15166.27,96.68
599,ORD00599,Groceries,Ahmedabad,Bangalore,South India,Road - Medium Truck,902,4.91,0.1,442.88,3,0,31260.53,10687.48,97.79
600,ORD00600,Pharmaceuticals,Ahmedabad,Delhi,North India,Road - Heavy Truck,1541,1.01,0.08,124.51,6,0,32081.13,8649.02,99.38
601,ORD00601,Electronics,Mumbai,Chennai,West India,Road - Heavy Truck,770,9.29,0.08,572.26,9,1,20014.33,7831.22,87.14
602,ORD00602,Electronics,Chennai,Pune,South India,Rail,1384,4.48,0.02,124.01,4,0,26856.01,9855.09,99.38
603,ORD00603,Furniture,Chennai,Ahmedabad,South India,Air,351,8.97,0.6,1889.08,7,0,49744.07,12668.7,90.55
